避難收容處所名稱,is_indoor,classification_reasoning
臺南市安定區複合式運動場四周及南安小操場,False,基於原始室外標記
臺南市安定區複合式運動場四周及南安小操場,False,基於原始室外標記
臺南市七股區十份里漁民活動中心,True,基於原始室內標記
萬安村辦公處,True,基於原始室內標記
臺南市七股區永吉里多功能活動中心,True,基於原始室內標記
臺南市安定區海寮社區活動中心,True,基於原始室內標記
臺南市安定區南安國小,True,基於原始室內標記
臺南市山上區新莊里大庄活動中心,True,基於原始室內標記
錦園村辦公處,True,基於原始室內標記
臺南市七股區三股社區活動中心,True,基於原始室內標記
海端鄉立托兒所Haiduan Nursery School,True,基於原始室內標記
臺南市山上區國民小學,True,基於原始室內標記
臺南市山上區南洲里農民教育活動中心,True,基於原始室內標記
臺南市七股區義合里多功能活動中心,True,基於原始室內標記
海端國小Haiduan Elementary School,True,基於原始室內標記
"成功鎮新港國民中學 Hsin-kang Junior High School, Chenggon Township",True,基於規則推斷 (預設為室內 - 安全原則)
臺南市山上區山上里農民教育活動中心,True,基於原始室內標記
臺南市山上區玉?里活動中心,True,基於原始室內標記
海端鄉公所Haiduan Township Office,True,基於原始室內標記
臺南市七股區三股國小操場,False,基於原始室外標記
三民里活動中心 San-Min Community Center,True,基於規則推斷 (活動中心通常為室內設施)
臺南市七股區竹橋里多功能活動中心,True,基於原始室內標記
臺南市山上區山上國民中學,True,基於原始室內標記
臺南市安定區南安社區活動中心,True,基於原始室內標記
臺南市安定區港尾社區活動中心,True,基於原始室內標記
臺南市西港區成功國小,True,基於原始室內標記
行政院國軍退除役官兵輔導委員會佳里榮譽國民之家,True,基於原始室內標記
三民里第2市場 San-Min Second Market,True,基於規則推斷 (預設為室內 - 安全原則)
國立成功商業水產職業學校,True,基於規則推斷 (學校建築通常為室內)
忠智里活動中心 Jhong-Jhi Community Center,True,基於規則推斷 (活動中心通常為室內設施)
高雄市桃源區建山國民小學,True,基於原始室內標記
臺南市玉井區望明里活動中心,True,基於原始室內標記
新興村辦公處,True,基於原始室內標記
建山社區活動中心,True,基於原始室內標記
臺南市山上區明和里活動中心,True,基於原始室內標記
臺南市西港區廣興宮,True,基於原始室內標記
寶來社區活動中心,True,基於原始室內標記
高雄市六龜區寶來國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立寶來國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
臺南市七股區樹林國小操場,False,基於原始室外標記
臺南市玉井區沙田里活動中心,True,基於原始室內標記
關山社區活動中心,True,基於原始室內標記
臺南市七股區樹林社區活動中心,True,基於原始室內標記
臺南市安定區安定國中操場,False,基於原始室外標記
臺南市七股區竹港社區活動中心,True,基於原始室內標記
臺南市安定區圖書館,True,基於原始室內標記
臺東縣立池上國民中學,True,基於原始室內標記
臺東縣池上鄉萬安國民小學,True,基於原始室內標記
臺南市大內區曲溪社區活動中心,True,基於原始室內標記
臺南市安定區體育運動公園（防災公園）,False,基於原始室外標記
臺南市安定區體育運動公園（防災公園）,False,基於原始室外標記
臺南市大內區大內國小,True,基於原始室內標記
臺南市西港區老人文康活動中心,True,基於原始室內標記
臺南市安定區安定國中,True,基於原始室內標記
臺南市安定區老人文康活動中心,True,基於原始室內標記
大埔村辦公處,True,基於原始室內標記
臺南市玉井區玉井國小,True,基於原始室內標記
臺南市西港區慶安社區活動中心,True,基於原始室內標記
臺南市西港區港東里活動中心,True,基於原始室內標記
臺南市安定區公所,True,基於原始室內標記
臺南市大內區大內國中,True,基於原始室內標記
臺南市大內區石子瀨社區活動中心,True,基於原始室內標記
臺南市大內區二溪社區活動中心,True,基於原始室內標記
池上鄉公所,True,基於原始室內標記
臺南市善化區小新社區活動中心,True,基於原始室內標記
臺南市安定區安定國小操場,False,基於原始室外標記
臺南市玉井區綜合體育館,True,基於原始室內標記
大坡村辦公處,True,基於原始室內標記
臺南市玉井區玉井國中,True,基於原始室內標記
臺南市玉井區公所二樓,True,基於原始室內標記
臺南市西港區西港國中,True,基於原始室內標記
米鄉-池上文化館,True,基於原始室內標記
臺南市西港區慶安宮,True,基於原始室內標記
臺南市西港區私立港明中學,True,基於原始室內標記
臺南市玉井區豐里里活動中心,True,基於原始室內標記
高台真耶穌教會 Gao-Tai Jesus Church,True,基於規則推斷 (預設為室內 - 安全原則)
臺南市善化區小新國小,True,基於原始室內標記
臺南市佳里區塭內國小,False,基於原始室外標記
臺東縣池上鄉福原國民小學,True,基於原始室內標記
臺東縣池上鄉大坡國民小學,True,基於原始室內標記
慶豐村辦公處,True,基於原始室內標記
臺南市佳里區蚶寮社區活動中心,True,基於原始室內標記
福文村辦公處,True,基於原始室內標記
臺南市善化區文昌社區活動中心,True,基於原始室內標記
臺南市七股區溪南里漁民活動中心,True,基於原始室內標記
臺南市善化區大成國小,True,基於原始室內標記
高雄市桃源區興中國民小學,True,基於原始室內標記
高中社區活動中心,True,基於原始室內標記
高雄市桃源區興中國民小學,True,基於原始室內標記
三仙真耶穌教會 San-Xian True Jesus Church,True,基於規則推斷 (預設為室內 - 安全原則)
臺南市玉井區清芳社區活動中心,True,基於原始室內標記
陸安聚會所,True,基於原始室內標記
臺南市七股區七股社區活動中心,True,基於原始室內標記
臺南市善化區善化國小,True,基於原始室內標記
臺南市善化區文正社區活動中心,True,基於原始室內標記
臺南市七股區玉成社區活動中心,True,基於原始室內標記
臺南市七股區龍山里漁民活動中心,True,基於原始室內標記
臺南市善化區文康育樂中心,True,基於原始室內標記
臺南市善化區茄拔國小,True,基於原始室內標記
臺南市善化區牛庄里活動中心,True,基於原始室內標記
臺南市善化區老人文康活動中心,True,基於原始室內標記
臺南市善化區老人文康活動中心,True,基於原始室內標記
臺南市七股區七股國小,True,基於原始室內標記
臺南市西港區永樂里活動中心,True,基於原始室內標記
臺南市七股區私立昭明國中,True,基於原始室內標記
臺南市善化區陽明國小,True,基於原始室內標記
臺南市大內區頭社社區活動中心,True,基於原始室內標記
豐南社區活動中心,True,基於原始室內標記
臺南市佳里區通興國小,True,基於原始室內標記
臺南市大內區環湖社區活動中心,True,基於原始室內標記
臺南市七股區大埕里漁民活動中心,True,基於原始室內標記
臺南市善化區胡家里活動中心,True,基於原始室內標記
高雄市甲仙區小林國民小學備用,True,基於規則推斷 (預設為室內 - 安全原則)
臺南市七股區?榔里多功能活動中心,True,基於原始室內標記
臺南市七股區大寮社區活動中心,True,基於原始室內標記
小林社區活動中心備用,True,基於原始室內標記
臺南市七股區鹽埕社區活動中心,True,基於原始室內標記
臺南市善化區溪美社區活動中心,True,基於原始室內標記
臺南市佳里區仁愛國小,True,基於原始室內標記
臺南市善化區田寮里活動中心,True,基於原始室內標記
臺南市七股區中寮社區活動中心,True,基於原始室內標記
臺南市七股區城內里活動中心,True,基於原始室內標記
臺南市善化區六德里活動中心,True,基於原始室內標記
臺南市善化區大同國小,True,基於原始室內標記
臺南市西港區圖書館,True,基於原始室內標記
臺南市西港區後營國小金砂分校,True,基於原始室內標記
"成功鎮忠孝國民小學 Jhong-Hsiao Elementary School, Chenggon Township",True,基於規則推斷 (預設為室內 - 安全原則)
小港活動中心 Siao-Gang Community Center,True,基於規則推斷 (活動中心通常為室內設施)
臺南市佳里區佳里國中,True,基於原始室內標記
臺南市七股區篤加社區活動中心,True,基於原始室內標記
臺南市佳里區信義國小,True,基於原始室內標記
高雄市桃源區桃源國民小學,True,基於原始室內標記
桃源文物館,True,基於原始室內標記
玉寶宮,True,基於原始室內標記
臺南市麻豆區太子宮預備,True,基於原始室內標記
臺南市佳里區六里活動中心,True,基於原始室內標記
臺南市佳里區佳里國小,True,基於原始室內標記
坪林國小坪?分校〈音樂教室.綜合教室.籃球場〉,True,基於規則推斷 (預設為室內 - 安全原則)
原霧鹿托兒所,True,基於原始室內標記
臺南市佳里區北門高中,True,基於原始室內標記
霧鹿國小Wulu Elementary School,True,基於原始室內標記
臺南市七股區西寮社區活動中心,True,基於原始室內標記
臺南市官田區渡拔國小,True,基於原始室內標記
永豐社區活動中心,True,基於原始室內標記
高雄市立桃源國民中學,True,基於原始室內標記
勤和活動中心,True,基於原始室內標記
臺南市南化區關山里活動中心,True,基於原始室內標記
臺南市南化區瑞峰國小,True,基於原始室內標記
臺南市佳里區子龍國小,True,基於原始室內標記
臺南市楠西區公所,True,基於原始室內標記
臺南市楠西區楠西國小,True,基於原始室內標記
富里老人文康中心,True,基於原始室內標記
臺南市佳里區北門農工,True,基於原始室內標記
臺南市麻豆區龍泉社區活動中心預備,True,基於原始室內標記
石平社區活動中心,True,基於原始室內標記
臺南市佳里區延平國小,True,基於原始室內標記
富里鄉公所2樓,True,基於原始室內標記
臺南市楠西區老人文康活動中心,True,基於原始室內標記
臺南市七股區頂山里漁民活動中心,True,基於原始室內標記
臺南市官田區社子社區活動中心,True,基於原始室內標記
臺南市楠西區玄空法寺,True,基於原始室內標記
臺南市楠西區楠西國中,True,基於原始室內標記
臺南市佳里區佳興國中,True,基於原始室內標記
麻豆國中學生活動中心,True,基於原始室內標記
臺南市麻豆區公所3樓預備,True,基於原始室內標記
臺南市麻豆區台灣首府大學圖資大樓6樓預備,True,基於原始室內標記
臺南市官田區官田社區活動中心,True,基於原始室內標記
國立曾文高級農工職業學校操場室外避難處所,False,基於原始室外標記
臺南市佳里區興化社區活動中心,True,基於原始室內標記
臺南市七股區後港國小操場,False,基於原始室外標記
臺南市七股區後港國中操場,False,基於原始室外標記
臺南市七股區大潭里漁民活動中心,True,基於原始室內標記
臺南市官田區東西庄社區活動中心,True,基於原始室內標記
臺南市官田區官田國民中學,True,基於原始室內標記
臺南市佳里區佳興國小,True,基於原始室內標記
臺南市將軍區朝天宮,True,基於原始室內標記
臺南市麻豆區代天府總站,True,基於原始室內標記
臺南市官田區大崎社區活動中心,True,基於原始室內標記
臺南市官田區隆田國小活動中心,True,基於原始室內標記
基督長老教會The Presbyterian Church（博愛教會 Bo-ai Church）,True,基於規則推斷 (預設為室內 - 安全原則)
石牌社區活動中心,True,基於原始室內標記
臺南市官田區體育公園,False,基於原始室外標記
臺南市官田區隆本里活動中心,True,基於原始室內標記
臺南市將軍區漚汪國小,True,基於原始室內標記
臺南市將軍區漚汪國小,True,基於原始室內標記
臺南市佳里區營頂社區活動中心,True,基於原始室內標記
明里社區活動中心,True,基於原始室內標記
臺南市將軍區老人文康活動中心,True,基於原始室內標記
臺南市將軍區老人文康活動中心,True,基於原始室內標記
羅山縱管處,True,基於原始室內標記
臺南市麻豆區海埔池王府預備,True,基於原始室內標記
臺南市麻豆區港尾社區活動中心預備,True,基於原始室內標記
臺南市佳里區溪州社區活動中心,True,基於原始室內標記
臺南市將軍區將軍國中,True,基於原始室內標記
臺南市將軍區將軍國中,True,基於原始室內標記
臺南市將軍區三吉社區活動中心,True,基於原始室內標記
臺南市下營區老人休閒活動中心,True,基於原始室內標記
宜灣天主堂Yi-Wan Catholic Church,True,基於規則推斷 (預設為室內 - 安全原則)
臺南市將軍區玉山社區活動中心,True,基於原始室內標記
臺南市官田區南?里活動中心,True,基於原始室內標記
臺南市下營區中營國小活動中心,True,基於原始室內標記
臺南市將軍區將軍國小,True,基於原始室內標記
臺南市將軍區將軍國小,True,基於原始室內標記
臺南市官田區二鎮社區活動中心,True,基於原始室內標記
民族平台避難屋,True,基於原始室內標記
臺南市六甲區嘉南國民小學,True,基於原始室內標記
臺南市將軍區苓保社區活動中心,True,基於原始室內標記
台灣基督長老教會南布中會復興教會,True,基於原始室內標記
高雄市桃源區樟山國民小學復興分校,True,基於原始室內標記
臺南市下營區中營開化社區活動中心,True,基於原始室內標記
臺南市將軍區馬沙溝濱海活動中心,True,基於原始室內標記
財團法人基督復臨安息日教會台灣區復興教會,True,基於原始室內標記
臺南市六甲區大丘里活動中心,True,基於原始室內標記
古風國小,True,基於原始室內標記
臺南市將軍區苓和國小,True,基於原始室內標記
臺南市將軍區苓和國小,True,基於原始室內標記
臺南市下營區中營地區民眾活動中心,True,基於原始室內標記
崙天社區活動中心,True,基於原始室內標記
臺南市將軍區苓和社區活動中心,True,基於原始室內標記
臺南市將軍區廣安宮,True,基於原始室內標記
臺南市六甲區七甲龍湖聯合多功能活動中心,True,基於原始室內標記
臺南市將軍區北埔社區活動中心,True,基於原始室內標記
膽曼社區活動中心,True,基於原始室內標記
臺南市將軍區巷口社區活動中心,True,基於原始室內標記
臺南市六甲區六甲國小,True,基於原始室內標記
新興竹田聯合社區活動中心,True,基於原始室內標記
臺南市六甲區王爺里活動中心,True,基於原始室內標記
臺南市六甲區甲南里活動中心,True,基於原始室內標記
臺南市六甲區六甲國中,True,基於原始室內標記
臺南市六甲區二甲里活動中心,True,基於原始室內標記
臺南市學甲區東陽國小活動中心,True,基於原始室內標記
臺南市六甲區六甲里活動中心,True,基於原始室內標記
學甲區綜合體育館,True,基於原始室內標記
臺南市學甲藝文展示館,True,基於原始室內標記
臺南市學甲區公所,True,基於原始室內標記
臺南市學甲區慈福里活動中心,True,基於原始室內標記
臺南市六甲區甲東里活動中心,True,基於原始室內標記
臺南市六甲區公所,True,基於原始室內標記
臺南市六甲區多功能運動公園,False,基於原始室外標記
臺南市下營區下營國小活動中心,True,基於原始室內標記
臺南市學甲區慈濟宮,True,基於原始室內標記
臺南市六甲區水林里活動中心,True,基於原始室內標記
臺南市下營區大屯社區活動中心,True,基於原始室內標記
臺南市下營區下營上帝廟,True,基於原始室內標記
烏石鼻社區活動中心,True,基於原始室內標記
臺南市六甲區菁埔里活動中心,True,基於原始室內標記
臺南市六甲區中社里活動中心,True,基於原始室內標記
臺南市學甲區學甲國小體育館,True,基於原始室內標記
臺南市北門區東隆宮,True,基於原始室內標記
臺南市下營區下營國中活動中心,True,基於原始室內標記
臺南市六甲區林鳳國小,True,基於原始室內標記
拉芙蘭里活動中心,True,基於原始室內標記
臺南市下營區下營地區民眾活動中心,True,基於原始室內標記
寧埔國民小學,True,基於原始室內標記
長濱聯合村辦公處,True,基於原始室內標記
寧埔社區活動中心,True,基於原始室內標記
竹湖國民小學,True,基於原始室內標記
樟原國民小學,True,基於原始室內標記
臺南市學甲區中洲國小禮堂,True,基於原始室內標記
臺南市下營區紅厝社區活動中心,True,基於原始室內標記
光榮社區活動中心,True,基於原始室內標記
高雄市那瑪夏區民權國民小學,True,基於原始室內標記
西興村活動中心,True,基於原始室內標記
臺南市六甲區龜港里活動中心,True,基於原始室內標記
臺南市下營區甲中里活動中心,True,基於原始室內標記
萬寧社區活動中心,True,基於原始室內標記
高雄市桃源區樟山國民小學,True,基於原始室內標記
八桑安社區社活動中心,True,基於原始室內標記
臺南市下營區賀建國小活動中心,True,基於原始室內標記
臺南市鹽水區?頭港國小,False,基於原始室外標記
臺南市柳營區果毅後多功活動中心廣場,False,基於原始室外標記
臺南市柳營區果毅後多功活動中心,True,基於原始室內標記
臺南市柳營區果毅國小運動場,False,基於原始室外標記
臺南市新營區新橋國民小學,True,基於原始室內標記
馬舒霍爾文化聚會所,True,基於原始室內標記
臺南市東山區水雲活動中心,True,基於原始室內標記
臺南市柳營區柳營國小運動場,False,基於原始室外標記
臺南市鹽水區竹埔國小,False,基於原始室外標記
東里社區活動中心,True,基於原始室內標記
臺南市北門區永隆宮,True,基於原始室內標記
臺南市北門區老人文康活動中心,True,基於原始室內標記
劉厝社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
臺南市新營區新生國民小學,True,基於原始室內標記
民生國民中學,True,基於原始室內標記
臺南市東山區南溪活動中心,True,基於原始室內標記
南竹湖社活動中心,True,基於原始室內標記
長良社區活動中心,True,基於原始室內標記
臺南市柳營區圖書館,True,基於原始室內標記
臺南市柳營區公所,True,基於原始室內標記
臺南市柳營區柳營聯合活動中心,True,基於原始室內標記
臺南市柳營區聯合活動中心廣場,False,基於原始室外標記
清水社區活動中心,True,基於原始室內標記
吳江社區活動中心,True,基於原始室內標記
臺南市東山區青山活動中心,True,基於原始室內標記
臺南市柳營區柳營國中運動場,False,基於原始室外標記
大光教會,True,基於原始室內標記
臺南市東山區高原活動中心,True,基於原始室內標記
竹湖活動中心,True,基於原始室內標記
臺南市東山區東原老人活動中心,True,基於原始室內標記
大溪社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
臺南市柳營區重溪國小運動場,False,基於原始室外標記
臺南市北門區保安宮,True,基於原始室內標記
臺南市北門區南鯤鯓代天府,True,基於原始室內標記
臺南市新營區新興國民小學,True,基於原始室內標記
斑芝花高爾夫俱樂部,True,基於原始室內標記
臺南市柳營區小腳腿多功活動中心廣場,False,基於原始室外標記
臺南市柳營區小腳腿多功活動中心,True,基於原始室內標記
臺南市柳營區太康國小運動場,False,基於原始室外標記
臺南市新營區太子國民中學,True,基於原始室內標記
臺南市鹽水區歡雅國小,True,基於原始室內標記
大埔國中小國中室內,True,基於原始室內標記
大埔國中小國中室外,False,基於原始室外標記
大埔國中小坪林分校-室內,True,基於原始室內標記
茄苳活動中心,True,基於原始室內標記
大埔國中小國小室內,True,基於原始室內標記
大埔國中小國小室外,False,基於原始室外標記
臺南市東山區東河活動中心,True,基於原始室內標記
大埔圖書館,True,基於原始室內標記
臺南市新營區太子爺廟香客大樓,True,基於原始室內標記
卓樂社區活動中心,True,基於原始室內標記
永福社區活動中心,True,基於原始室內標記
茶山國小室內,True,基於原始室內標記
大埔零售公有市場,True,基於原始室內標記
臺南市新營區南梓國民小學,True,基於原始室內標記
北極殿,True,基於原始室內標記
臺南市鹽水區仁光國小,True,基於原始室內標記
臺南市新營區公誠國民小學,True,基於原始室內標記
臺南市新營區新民國民小學,True,基於原始室內標記
臺南市新營區新營國民小學,True,基於原始室內標記
過路國小-室內,True,基於原始室內標記
過路國小-室外,False,基於原始室外標記
和順國小-室外,False,基於原始室外標記
田組真耶穌教會,True,基於原始室內標記
臺南市新營區大宏王公社區活動中心,True,基於原始室內標記
臺南市新營區南新國民中學,True,基於原始室內標記
河東國小六溪分校,True,基於原始室內標記
臺南市東山區聖賢里頂田活動中心,True,基於原始室內標記
臺南市新營區公所,True,基於原始室內標記
長濱國中,True,基於原始室內標記
臺南市新營區新進國民小學,True,基於原始室內標記
埔頂集會所,True,基於原始室內標記
臺南市新營區新泰國民小學,True,基於原始室內標記
臺南市東山區東山國中,True,基於原始室內標記
臺南市鹽水區月津國小,True,基於原始室內標記
臺南市東山區北勢寮泉福宮,True,基於原始室內標記
臺南市鹽水區老人文康中心,True,基於原始室內標記
樂合社區活動中心,True,基於原始室內標記
臺南市鹽水區公所,True,基於原始室內標記
臺南市新營區土庫國民小學,False,基於原始室外標記
臺南市鹽水區鹽水國中,True,基於原始室內標記
源城社區活動中心,True,基於原始室內標記
臺南市鹽水區鹽水國小,True,基於原始室內標記
臺南市東山區東山國小,True,基於原始室內標記
臺南市東山區碧軒寺,True,基於原始室內標記
真柄社區活動中心,True,基於原始室內標記
玉里慈惠堂,True,基於原始室內標記
臺南市後壁區福安社區活動中心,True,基於原始室內標記
長光社區活動中心,True,基於原始室內標記
臺南市鹽水區岸內國小,True,基於原始室內標記
新塭國小-室內,True,基於原始室內標記
新塭國小-室外,False,基於原始室外標記
仙草國小關嶺分校,False,基於原始室外標記
忠勇國小,True,基於原始室內標記
臺南市後壁區長安社區活動中心,True,基於原始室內標記
臺南市後壁區頂安社區活動中心,True,基於原始室內標記
義竹鄉老人文康中心,True,基於原始室內標記
臺南市後壁區烏樹社區活動中心,True,基於原始室內標記
中正堂,True,基於原始室內標記
義竹鄉修緣禪寺,True,基於原始室內標記
大林社區活動中心,True,基於原始室內標記
義竹慈化寺,True,基於原始室內標記
義竹國小中正堂,False,基於原始室外標記
義竹國小-室外,False,基於原始室外標記
南興國小東華分校-室內,True,基於原始室內標記
南興國小東華分校-室外,False,基於原始室外標記
南寮土地公廟前廣場,False,基於原始室外標記
好美國小-室外,False,基於原始室外標記
好美國小-室內,True,基於原始室內標記
臺南市後壁區新東長老基督教會,True,基於原始室內標記
新美國小室內,True,基於原始室內標記
東豐社區活動中心,True,基於原始室內標記
南興國小-室外,False,基於原始室外標記
新岑社區活動中心,True,基於原始室內標記
臺南市後壁區新厝活動中心,True,基於原始室內標記
義竹國中-室外,False,基於原始室外標記
新岑國小-室外,False,基於原始室外標記
臺南市後壁區竹新社區活動中心,True,基於原始室內標記
仙草國小,True,基於原始室內標記
河東國小,True,基於原始室內標記
臺南市後壁區新嘉國小,True,基於原始室內標記
仙草社區活動中心,True,基於原始室內標記
河東農村社區活動中心,True,基於原始室內標記
卓溪多功能活動中心,True,基於原始室內標記
臺南市後壁區嘉苳社區活動中心,True,基於原始室內標記
白河區公所,True,基於原始室內標記
白河國小,True,基於原始室內標記
白河商工,True,基於原始室內標記
臺南市後壁區仕安社區活動中心,True,基於原始室內標記
長濱鄉老人會館,True,基於規則推斷 (預設為室內 - 安全原則)
三間國民小學,True,基於原始室內標記
中山藤寮分校童軍營區前排教室-室內,True,基於原始室內標記
大埔國小永興分校舊校址-室內,True,基於原始室內標記
布袋國中-室內,True,基於原始室內標記
布袋國中-室外,False,基於原始室外標記
白河國中,True,基於原始室內標記
社口國小 室外,True,基於原始室內標記
臺南市後壁區平安社區活動中心,True,基於原始室內標記
臺南市後壁區公所總站,True,基於原始室內標記
臺南市後壁區頂長社區活動中心,True,基於原始室內標記
西平社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
香田國小,True,基於規則推斷 (預設為室內 - 安全原則)
中西社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
廣興國小,True,基於規則推斷 (預設為室內 - 安全原則)
老人文康活動中心,True,基於規則推斷 (活動中心通常為室內設施)
臺南市後壁區後壁侯伯社區活動中心,True,基於原始室內標記
大竹國小,True,基於原始室內標記
頂六國小活動中心-室內,True,基於原始室內標記
中埔國小-室外,False,基於原始室外標記
中埔國中活動中心-室內,True,基於原始室內標記
臺南市後壁區新嘉社區活動中心,True,基於原始室內標記
臺南市後壁區新東國小,True,基於原始室內標記
臺南市後壁區土溝社區活動中心,True,基於原始室內標記
下潭國小室外,False,基於原始室外標記
隙頂國小草山分校舊校址-室內,True,基於原始室內標記
下潭社區活動中心,True,基於原始室內標記
竹門國小,True,基於原始室內標記
九江社區活動中心,True,基於原始室內標記
臺南市後壁區菁寮墨林社區活動中心,True,基於原始室內標記
臺南市後壁區菁寮國小,True,基於原始室內標記
布新國小-室內,True,基於原始室內標記
臺南市後壁區菁豐社區活動中心,True,基於原始室內標記
布新國小-室外,True,基於規則推斷 (預設為室內 - 安全原則)
光榮國小-室內,True,基於原始室內標記
光榮國小-室外,False,基於原始室外標記
玉豐國小,True,基於原始室內標記
大禹社區活動中心,True,基於原始室內標記
臺南市後壁區德馨宮,True,基於原始室內標記
中埔國小活動中心-室內,True,基於原始室內標記
同仁國小 室外,False,基於原始室外標記
臺南市後壁區崁頂社區活動中心,True,基於原始室內標記
布袋鎮立幼兒園,True,基於原始室內標記
見龍社區活動中心,True,基於原始室內標記
布袋國小-室內,True,基於原始室內標記
布袋國小-室外,False,基於原始室外標記
景山國小-室外,False,基於原始室外標記
山美國小室內,True,基於原始室內標記
碧潭社區活動中心,True,基於原始室內標記
臺南市後壁區後?社區活動中心,True,基於原始室內標記
碧潭國小室外,False,基於原始室外標記
臺南市後壁區嘉田嘉民社區活動中心,True,基於原始室內標記
沄水社區活動中心,True,基於原始室內標記
重寮國小室外,False,基於原始室外標記
觀音社區活動中心,True,基於原始室內標記
灣潭國小 室外,True,基於原始室內標記
內角國小,True,基於原始室內標記
瑞豐社區活動中心,True,基於原始室內標記
圓山托兒所,True,基於原始室內標記
和睦國小 室外,False,基於原始室外標記
和興國小-室外,False,基於原始室外標記
重寮社區活動中心,True,基於原始室內標記
後堀社區活動中心,True,基於原始室內標記
達邦國小里佳分校室內,True,基於原始室內標記
太平國小,True,基於原始室內標記
太平社區活動中心,True,基於原始室內標記
和美社區活動中心,True,基於原始室內標記
梅華活動中心,True,基於原始室內標記
鹿草國中室外,False,基於原始室外標記
鹿草國中室內,True,基於原始室內標記
同仁社區活動中心,True,基於原始室內標記
南靖國小-室外,False,基於原始室外標記
松梅國小[室外],False,基於原始室外標記
鹿草國小室外,False,基於原始室外標記
隆興社區活動中心,True,基於原始室內標記
和興國小圖書館-室內,True,基於原始室內標記
義興村活動中心,True,基於原始室內標記
義興國小-室外,False,基於原始室外標記
過溝國小-室內,False,基於原始室外標記
貴林國小-室外,False,基於原始室外標記
過溝多功能活動中心,True,基於原始室內標記
龍門社區活動中心,True,基於原始室內標記
社口國小禮堂-室內,True,基於原始室內標記
大有國小圖書館-室內,True,基於原始室內標記
東興社區活動中心,False,基於原始室外標記
灣潭國小視聽教室-室內,True,基於原始室內標記
中庄村活動中心,True,基於原始室內標記
中埔國中-室外,False,基於原始室外標記
溪洲村活動中心,True,基於原始室內標記
忠和國中-室外,False,基於原始室外標記
中埔鄉公所,True,基於原始室內標記
忠和國小-室外,False,基於原始室外標記
水上國中-室外,False,基於原始室外標記
同仁國小-室內,True,基於原始室內標記
社口社區活動中心,True,基於原始室內標記
水上鄉公所三樓,True,基於原始室內標記
水上國小-室外,False,基於原始室外標記
中山國小視聽教室-室內,True,基於原始室內標記
松浦社區活動中心,True,基於原始室內標記
隙頂國小-室外,False,基於原始室外標記
隙頂國民小學-室內,True,基於原始室內標記
裕民社區活動中心,True,基於原始室內標記
成功國小-室外,False,基於原始室外標記
三民社區活動中心,True,基於原始室內標記
竹村國小[室外],False,基於原始室外標記
柳林國小-室外,False,基於原始室外標記
網寮國小-室內,True,基於原始室內標記
網寮國小-室外,False,基於原始室外標記
龍崗國小-室內,True,基於原始室內標記
龍崗國小-室外,False,基於原始室外標記
古楓社區活動中心,True,基於原始室內標記
立山社區活動中心,True,基於原始室內標記
深坑社區活動中心,True,基於原始室內標記
塭仔村圓明寺,True,基於原始室內標記
大埔國小永興分校-室外,True,基於原始室內標記
龍隱寺-室外,False,基於原始室外標記
崁前活動中心,True,基於原始室內標記
頂埔社區活動中心,True,基於原始室內標記
崙山國小,True,基於原始室內標記
崙山社區活動中心,True,基於原始室內標記
和興社區活動中心,True,基於原始室內標記
金蘭社區活動中心,True,基於原始室內標記
永慶高中[室外],True,基於原始室內標記
公田社區活動中心,True,基於原始室內標記
和睦社區活動中心,True,基於原始室內標記
石?社區活動中心,True,基於原始室內標記
嘉義市垃圾焚化廠,True,基於規則推斷 (預設為室內 - 安全原則)
大崙國小-室外,False,基於原始室外標記
義仁社區活動中心,True,基於原始室內標記
春珠社區活動中心,True,基於原始室內標記
三和公園活動中心,True,基於原始室內標記
大有國小-室外,False,基於原始室外標記
中山國小 室外,False,基於原始室外標記
灣潭社區活動中心,True,基於原始室內標記
逐鹿社區活動中心,True,基於原始室內標記
洲仔代天府,True,基於原始室內標記
頂六國小-室外,False,基於原始室外標記
和睦國小綜合教室-室內,True,基於原始室內標記
十字村活動中心,True,基於原始室內標記
達邦國小室內,True,基於原始室內標記
鴿溪寮活動中心,True,基於原始室內標記
興化?社區活動中心,True,基於原始室內標記
大鄉國小[室外],False,基於原始室外標記
民和社區活動中心,True,基於原始室內標記
北回國小-室外,False,基於原始室外標記
福濟宮,False,基於原始室外標記
太保國中[室外],True,基於規則推斷 (預設為室內 - 安全原則)
田尾社區活動中心,True,基於原始室內標記
太保國小[室外],False,基於原始室外標記
春日社區活動中心,True,基於原始室內標記
後潭社區發展協會,True,基於原始室內標記
奉天宮濟公廟,True,基於原始室內標記
慈玄宮,True,基於原始室內標記
祥和國小[室外],False,基於原始室外標記
新福社區活動中心,True,基於原始室內標記
東石鄉老人文康中心,True,基於原始室內標記
大鄉活動中心,True,基於原始室內標記
崙頂里集會所,True,基於原始室內標記
蘇厝活動中心,True,基於原始室內標記
東石鄉公所,True,基於原始室內標記
安東國小[室內],True,基於原始室內標記
安東國小[室外],False,基於原始室外標記
興安國民小學,False,基於原始室外標記
